name,theme,overall,C,PF,SF,SG,PG,position,height,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential
Christian Laettner,Prime VIP,92,0,1,0,0,0,PF,83,90,91,83,95,84,95,74,80,55,84,92,90,89,95,62,60,75,85,95,95,90,27,45,60,42,75,83,28,81,78,28,68,80,55,83,82,85,87,89,80,92
Nick Van Exel,Prime VIP,92,0,0,0,0,1,PG,73,84,94,89,98,84,95,93,25,75,80,25,25,40,86,95,96,90,45,95,85,90,96,90,90,88,88,25,75,74,70,79,72,60,85,27,60,75,34,48,98,92
Darrell Griffith,Prime VIP,91,0,0,0,1,0,SG,76,95,85,85,98,85,95,89,60,96,89,60,35,70,98,86,86,96,50,94,95,95,79,86,76,71,84,64,82,84,82,80,88,80,82,37,80,85,41,45,98,91
Carlos Boozer,Prime VIP,91,0,1,0,0,0,PF,81,92,92,54,90,84,90,72,85,75,74,92,92,94,92,59,50,75,94,95,95,75,30,40,52,40,74,88,44,85,74,44,63,74,63,51,79,85,95,94,45,91
Charles Oakley,Prime VIP,89,0,1,0,0,0,PF,81,90,86,81,84,85,85,78,60,58,70,79,45,45,80,63,65,52,90,95,95,89,44,72,68,67,69,90,80,92,95,79,90,80,65,32,80,90,88,92,35,89
Tiago Splitter,Prime VIP,89,1,0,0,0,0,C,83,89,80,48,98,80,80,70,80,75,85,82,84,70,88,62,59,78,87,90,95,77,27,35,35,37,51,82,43,80,78,43,74,79,69,80,77,80,91,87,98,89
Jeff Hornacek,Prime VIP,89,0,0,0,1,0,SG,75,80,90,94,95,94,95,79,35,40,72,25,35,51,95,74,71,76,45,95,83,87,69,79,75,71,82,36,82,80,82,80,75,74,79,37,74,80,42,49,95,89
B.J. Armstrong,Prime VIP,89,0,0,0,0,1,PG,74,88,87,93,92,88,95,87,25,25,88,25,25,29,88,85,85,74,40,95,95,82,85,86,84,88,88,25,60,68,74,60,69,60,65,27,60,60,33,45,98,89
Terrence Ross,Prime VIP,88,0,0,0,1,0,SG,79,88,86,83,90,86,95,77,48,86,74,43,56,68,95,79,78,87,56,95,95,80,75,79,73,54,78,49,75,78,66,75,75,64,65,54,64,75,54,64,98,88
Dirk Nowitzki,Prime VIP Series II,99,0,1,0,0,0,PF,84,98,99,98,98,98,99,88,90,80,92,98,96,99,98,79,79,85,94,98,90,80,78,76,84,51,92,94,79,95,85,79,85,92,78,92,95,95,97,98,40,99
Allen Iverson,Prime VIP Series II,99,0,0,0,1,0,SG,72,99,98,97,98,95,98,99,25,90,98,33,25,80,98,99,99,99,75,98,97,85,99,99,96,76,97,30,96,95,74,98,98,90,99,37,92,98,34,45,50,99
Andre Iguodala,Prime VIP Series II,98,0,1,0,0,0,PF,78,97,88,93,95,84,98,96,75,98,94,85,67,84,95,94,94,98,82,98,95,80,90,86,84,80,87,90,98,95,87,98,94,87,98,90,92,98,55,65,45,98
Alonzo Mourning,Prime VIP Series II,98,1,0,0,0,0,C,82,97,89,83,60,84,95,87,98,90,90,97,96,94,95,84,84,95,96,95,95,75,76,69,65,29,65,98,80,95,98,85,90,92,84,98,96,95,96,98,25,98
Shaquille O'Neal,Prime VIP Series II,98,1,0,0,0,0,C,85,98,69,50,50,75,95,92,99,95,92,95,96,72,98,84,84,90,99,95,90,98,76,69,64,51,80,96,77,95,98,84,75,98,70,95,98,95,95,98,25,98
Russell Westbrook,Prime VIP Series II,98,0,0,0,0,1,PG,75,96,94,91,50,98,98,97,30,95,97,73,45,76,98,99,99,97,80,98,98,95,98,91,90,93,95,42,94,86,85,96,85,94,90,51,86,90,45,90,25,98
Klay Thompson,Prime VIP Series II,98,0,0,0,1,0,SG,79,90,96,98,95,98,98,92,35,65,89,68,35,78,90,92,92,94,82,95,85,95,85,86,89,38,92,64,98,98,90,98,98,92,97,52,91,98,56,59,25,98
Kevin Durant,Prime VIP Series II,98,0,0,1,0,0,SF,81,91,94,94,97,90,98,95,60,85,88,74,70,86,85,92,92,85,65,97,69,84,87,86,79,67,72,78,92,90,86,92,85,76,80,80,75,90,26,63,25,98
Walt Frazier,Prime VIP Series II,97,0,0,0,0,1,PG,76,98,96,90,80,95,90,98,55,85,90,48,45,70,90,97,97,92,75,98,85,92,97,95,95,70,95,80,98,97,94,98,97,92,98,70,92,98,41,61,25,97
Jimmy Butler,Prime VIP Series II,97,0,0,1,0,0,SF,80,95,87,93,50,86,95,97,40,85,90,72,49,82,93,90,90,88,65,95,97,80,86,86,85,75,84,70,96,95,90,98,95,90,97,53,89,95,54,51,25,97
Karl Malone,Prime VIP Series II,95,1,0,0,0,0,C,81,99,95,80,98,80,98,88,85,85,95,98,89,96,85,81,81,80,97,92,92,99,74,60,68,70,66,96,79,96,94,83,90,98,63,85,98,95,95,96,25,97
Andrei Kirilenko,Prime VIP Series II,95,0,0,1,0,0,SF,81,86,88,86,50,80,90,88,55,67,80,82,70,73,80,78,76,78,70,90,85,59,73,86,85,62,86,80,90,92,92,94,92,88,88,91,92,90,83,87,25,95
LaMarcus Aldridge,Prime VIP Series II,95,0,1,0,0,0,PF,83,96,96,87,50,89,98,80,90,75,84,94,94,94,78,73,73,80,92,98,90,84,67,70,55,35,70,90,37,85,73,69,84,76,74,84,76,85,89,94,25,95
Mahmoud Abdul-Rauf,Prime VIP Series II,95,0,0,0,0,1,PG,73,92,97,97,75,97,98,94,25,80,92,30,25,81,85,95,95,92,52,98,78,92,95,95,92,89,92,25,89,84,76,90,88,76,87,30,76,90,31,39,25,95
Mike Conley,Prime VIP Series II,95,0,0,0,0,1,PG,73,95,93,92,60,90,95,95,25,80,84,29,25,40,95,95,95,95,40,98,95,83,95,91,90,71,91,31,95,95,87,96,95,76,95,35,84,95,36,49,25,95
Marvin Bagley III,Prime VIP Series II,92,1,0,0,0,0,C,83,90,86,85,95,84,95,90,90,90,80,82,88,90,85,86,86,90,78,95,80,97,79,77,69,30,60,84,78,80,66,79,65,76,60,84,70,80,88,90,30,92
Lance Stephenson,Prime VIP Series II,92,0,0,0,1,0,SG,77,94,92,88,50,88,65,96,60,85,88,55,47,63,85,89,89,84,74,95,84,90,89,96,92,90,90,48,92,90,77,94,84,75,92,40,74,85,84,88,25,92
Andrea Bargnani,Prime VIP Series II,92,1,0,0,0,0,C,84,93,90,87,97,87,95,74,85,75,89,88,87,89,95,66,64,75,90,90,95,84,54,42,65,48,74,85,47,85,73,52,74,76,62,85,76,80,85,88,90,92
Reggie Jackson,Prime VIP Series II,92,0,0,0,0,1,PG,75,95,93,86,95,88,95,95,25,75,92,28,25,48,88,94,94,95,60,98,85,85,94,92,92,89,92,59,88,85,71,90,88,63,88,75,63,85,55,60,30,92
Aron Baynes,Prime VIP Series II,92,1,0,0,0,0,C,82,95,84,93,85,86,95,78,90,75,88,84,77,82,90,70,69,74,98,95,85,75,49,35,42,38,65,88,67,85,62,69,45,51,33,88,51,90,92,92,40,92
John Starks,Prime VIP Series II,91,0,0,0,1,0,SG,75,88,89,91,94,73,90,89,45,90,65,40,25,63,75,87,87,88,60,95,86,88,84,86,79,72,82,32,90,94,91,92,88,75,90,27,75,95,32,44,50,91
Jeff Green,Prime VIP Series II,89,0,1,0,0,0,PF,81,94,84,85,50,87,90,96,80,95,92,82,84,88,85,90,90,90,70,98,90,75,86,86,79,59,84,84,88,85,72,92,85,80,75,84,80,85,74,79,25,89
Thon Maker,Prime VIP Series II,89,1,0,0,0,0,C,84,89,85,85,92,80,95,90,85,90,90,78,84,84,82,77,77,82,70,95,95,75,77,85,82,75,84,70,69,80,62,76,82,62,80,80,60,80,80,82,80,89
Derrick Jones Jr.,Prime VIP Series II,89,0,0,1,0,0,SF,78,96,80,83,78,75,75,89,98,98,68,37,40,37,90,86,86,98,59,95,90,75,80,86,79,69,78,79,79,80,57,80,84,67,79,88,67,75,78,80,70,89
Dennis Smith Jr.,Prime VIP Series II,89,0,0,0,0,1,PG,75,91,84,87,91,64,95,92,25,98,60,38,30,31,95,94,94,97,54,95,45,80,94,90,88,87,88,25,82,75,64,86,88,70,79,51,78,75,36,46,80,89
Gary Payton,Prime VIP Series III,99,0,0,0,0,1,PG,76,97,95,96,94,92,98,97,60,85,94,87,88,89,98,98,98,97,98,98,90,93,98,98,98,96,97,90,99,98,98,99,99,96,99,85,96,99,82,84,25,99
Joel Embiid,Prime VIP Series III,99,1,0,0,0,0,C,84,98,96,94,98,95,98,92,98,95,96,98,96,96,96,92,92,96,96,98,97,68,88,84,84,77,81,98,91,97,88,89,94,78,88,98,96,98,96,97,25,99
George Gervin,Prime VIP Series III,99,0,0,0,1,0,SG,79,96,97,91,98,95,98,99,81,97,92,94,95,94,97,95,95,98,88,98,96,95,94,89,84,81,80,86,94,90,90,95,92,93,86,95,85,95,89,91,25,99
Pascal Siakam,Prime VIP Series III,99,0,1,0,0,0,PF,81,97,94,95,98,94,98,95,95,90,94,90,90,94,95,94,94,95,90,98,97,82,91,87,82,83,84,97,96,96,83,95,95,75,95,95,76,95,97,97,25,99
Shawn Kemp,Prime VIP Series III,99,0,1,0,0,0,PF,82,98,97,91,97,90,98,94,97,96,95,94,96,95,95,95,95,98,97,98,97,85,93,86,83,80,82,94,84,92,80,92,89,83,88,95,83,90,97,97,25,99
Victor Oladipo,Prime VIP Series III,99,0,0,0,1,0,SG,76,97,94,95,98,90,98,98,70,98,92,70,71,73,98,96,96,98,80,98,98,84,96,92,92,89,92,80,97,95,90,98,97,84,97,80,92,98,78,79,25,99
Kristaps Porzingis,Prime VIP Series III,99,0,1,0,0,0,PF,87,98,97,97,98,97,98,86,95,80,95,95,96,98,98,86,86,90,80,98,95,80,83,79,79,69,84,96,79,95,72,79,89,75,79,97,88,95,98,98,25,99
Danny Granger,Prime VIP Series III,99,0,0,1,0,0,SF,81,96,97,97,90,92,95,95,75,85,94,79,70,82,94,91,91,92,78,98,86,85,89,87,84,78,85,82,91,90,78,92,92,72,88,70,74,90,45,70,25,99
Trae Young,Prime VIP Series III,99,0,0,0,0,1,PG,74,97,97,99,95,97,98,98,25,65,96,44,54,78,95,98,98,94,50,98,95,85,98,98,98,97,98,31,88,89,59,97,92,63,92,37,59,90,74,75,25,99
Dino Radja,Prime VIP Series III,98,1,0,0,0,0,C,83,98,95,79,98,89,98,94,90,85,92,95,94,92,95,92,92,80,88,98,95,90,88,86,80,60,80,88,80,88,94,85,90,95,80,92,95,90,97,96,25,98
David Robinson,Prime VIP Series III,98,1,0,0,0,0,C,85,95,95,86,70,84,90,87,90,90,80,90,87,90,95,87,87,90,97,97,95,75,80,65,59,62,66,95,80,95,88,85,90,96,77,92,96,95,84,88,40,98
Eddy Curry,Prime VIP Series III,98,1,0,0,0,0,C,84,98,84,85,25,81,95,93,98,95,85,90,94,94,85,92,92,90,99,95,90,95,87,83,78,52,80,92,80,90,75,85,80,83,79,95,84,90,95,95,25,98
Joe Caldwell,Prime VIP Series III,98,0,0,0,1,0,SG,77,94,94,88,25,87,98,94,85,97,89,72,49,78,95,95,95,99,80,98,95,80,94,90,85,84,85,68,92,90,91,96,90,90,88,84,89,90,78,80,25,98
Myles Turner,Prime VIP Series III,97,1,0,0,0,0,C,83,94,97,92,40,92,95,80,90,80,88,90,94,96,94,80,80,95,94,95,95,84,77,65,70,35,68,97,89,98,76,87,97,79,52,97,94,98,94,94,25,97
Gheorghe Muresan,Prime VIP Series III,96,1,0,0,0,0,C,91,97,83,64,50,84,90,80,95,80,85,90,97,80,90,67,67,60,98,65,80,85,49,47,60,31,69,95,65,98,72,71,85,82,85,95,82,95,93,94,25,96
Shareef Abdur-Rahim,Prime VIP Series III,95,0,1,0,0,0,PF,81,96,94,92,50,84,95,84,85,85,90,92,96,92,95,85,85,88,85,95,95,88,81,86,74,60,74,84,80,85,73,81,81,68,80,77,68,85,84,88,25,95
Tony Parker,Prime VIP Series III,95,0,0,0,0,1,PG,74,92,94,93,80,90,95,95,25,65,80,58,45,74,90,94,94,80,50,95,80,90,94,93,92,72,80,64,85,85,84,93,85,95,85,35,80,80,45,65,60,95
Doug McDermott,Prime VIP Series III,95,0,0,1,0,0,SF,79,94,94,96,70,92,95,85,70,80,84,87,69,92,95,88,88,87,88,95,67,80,86,86,85,34,84,85,87,84,61,88,85,59,28,32,59,85,36,53,25,95
Cuttino Mobley,Prime VIP Series III,95,0,0,0,1,0,SG,76,88,94,96,60,87,95,92,25,80,84,60,44,60,85,93,93,90,72,95,88,76,93,88,80,68,80,45,77,88,78,95,84,78,90,37,78,85,42,45,25,95
Dan Majerle,Prime VIP Series III,92,0,0,0,1,0,SG,78,82,90,95,50,95,95,89,50,80,70,80,35,56,88,84,84,75,75,98,92,88,82,86,70,50,55,80,95,95,77,97,95,90,90,35,90,95,50,40,25,92
George Hill,Prime VIP Series III,92,0,0,0,0,1,PG,75,96,91,93,30,92,95,94,25,80,80,38,33,61,80,94,94,92,80,97,74,80,94,94,90,62,84,48,95,92,78,95,90,66,90,40,66,95,34,51,25,92
Nick Young,Prime VIP Series III,92,0,0,0,1,0,SG,79,95,92,95,50,85,95,92,30,95,89,51,28,59,85,93,93,98,67,98,56,75,93,86,84,55,88,44,89,84,72,90,85,63,31,25,63,85,25,34,25,92
Brian Scalabrine,Promo,97,0,1,0,0,0,PF,81,96,95,95,98,94,98,76,70,70,84,90,79,85,98,65,64,82,87,95,95,93,59,69,69,50,92,80,74,78,53,67,79,64,75,75,64,75,86,89,98,97
Yuta Watanabe,Promo,89,0,0,1,0,0,SF,81,85,84,78,50,75,40,66,40,60,44,45,40,43,75,67,67,74,60,80,85,80,65,69,60,42,63,63,58,66,61,71,60,65,38,54,70,50,37,69,85,89
Marc Gasol,Promo,88,1,0,0,0,0,C,85,92,89,88,92,89,89,82,89,74,89,90,90,90,88,64,63,69,92,98,91,75,38,38,59,66,68,91,89,91,91,79,89,88,69,88,91,92,91,92,34,89
Jeremy Lin,Promo,88,0,0,0,0,1,PG,75,95,95,82,84,84,84,79,29,49,92,42,32,49,95,89,89,84,49,95,88,77,90,94,82,95,88,32,83,82,82,82,74,71,86,60,71,79,40,57,89,89
Rui Hachimura,Promo,88,0,0,1,0,0,SF,80,85,84,78,70,75,65,74,80,80,50,72,74,70,85,72,74,80,79,90,85,80,67,72,51,38,54,69,68,59,70,67,50,68,50,64,68,35,55,68,98,88
Dennis Schroder,Promo,88,0,0,0,0,1,PG,73,85,84,90,85,85,80,89,25,45,59,27,25,38,85,86,92,74,46,93,90,78,93,88,80,73,89,34,73,72,72,74,67,64,63,35,64,60,36,61,95,88
Dario Saric,Promo,88,0,1,0,0,0,PF,82,62,62,80,85,88,80,79,45,70,50,78,64,69,92,63,69,60,65,82,86,80,57,74,75,37,84,60,70,74,57,61,50,62,38,35,60,65,57,69,65,88
Allonzo Trier,Promo,88,0,0,0,1,0,SG,77,47,73,83,78,80,75,75,40,70,69,45,25,62,70,73,76,79,49,80,72,80,72,82,74,49,82,59,45,50,57,74,55,60,36,45,69,40,36,55,98,88
Luka Doncic,Promo,87,0,0,1,0,0,SF,79,94,79,84,96,71,98,85,40,63,85,50,31,52,98,81,81,72,60,98,88,85,81,86,82,76,86,69,48,68,68,75,68,68,46,47,74,50,44,80,98,94
Jordan Clarkson,Promo,87,0,0,0,1,0,SG,77,88,91,75,60,84,85,86,25,75,69,38,30,37,82,79,82,85,54,80,85,85,79,79,80,61,79,65,43,58,68,73,49,58,41,37,58,40,44,49,98,87
Goran Dragic,Promo,86,0,0,0,0,1,PG,75,75,71,78,92,78,85,90,25,45,70,39,25,60,76,76,78,72,44,92,85,90,76,86,80,73,92,73,32,74,74,73,70,76,43,37,72,70,35,49,98,86
Anthony Davis,Promo,85,1,0,0,0,0,C,82,84,70,62,98,75,75,78,85,80,76,75,80,80,94,65,64,82,83,93,92,80,53,61,56,64,68,86,60,80,95,67,78,97,62,74,96,80,60,70,98,97
Giannis Antetokounmpo,Promo,85,0,0,1,0,0,SF,83,50,57,52,98,67,85,84,79,85,65,77,70,68,89,74,71,79,64,92,89,95,73,80,75,69,84,70,75,83,89,69,82,85,64,74,88,75,63,85,95,92
DeMarcus Cousins,Promo,85,1,0,0,0,0,C,83,84,74,62,98,74,95,78,89,76,84,82,87,87,98,57,56,65,90,95,84,98,54,66,54,64,78,64,42,69,84,43,68,89,70,77,93,60,80,86,98,93
Dwyane Wade,Promo,85,0,0,0,1,0,SG,76,84,72,70,98,68,95,89,35,50,90,74,67,74,98,77,77,75,65,86,85,68,70,79,80,73,90,69,84,80,81,78,77,92,46,58,95,80,43,55,98,94
Ben Simmons,Promo,85,0,0,1,0,0,SF,82,94,44,33,80,58,85,90,81,85,79,70,74,71,80,85,82,80,78,95,80,86,79,80,75,70,79,65,78,78,71,73,75,85,57,55,82,75,57,70,80,91
Donovan Mitchell,Promo,85,0,0,0,1,0,SG,75,78,80,74,96,78,92,89,47,87,79,35,25,41,77,87,87,94,57,86,87,80,80,83,72,67,79,45,76,76,76,84,77,79,56,44,72,72,34,48,98,85
Lonzo Ball,Promo,85,0,0,0,0,1,PG,78,74,72,74,98,67,85,71,25,65,79,35,30,39,98,80,80,75,47,98,98,80,80,81,87,88,90,40,79,77,83,81,79,70,65,46,80,75,39,56,98,87
Kevin Garnett,Promo,85,0,1,0,0,0,PF,83,82,70,49,97,80,85,72,80,50,64,78,82,87,95,61,46,85,74,90,65,85,28,60,57,52,60,75,41,80,87,41,78,73,71,71,73,80,70,75,98,97
Jayson Tatum,Promo,85,0,0,1,0,0,SF,80,75,80,79,93,82,86,84,46,86,79,53,46,64,80,75,78,78,56,89,71,80,75,77,65,36,74,46,75,74,79,75,70,70,60,57,70,71,35,65,95,92
Kemba Walker,Promo,85,0,0,0,0,1,PG,73,69,88,77,98,82,96,85,25,28,79,33,26,58,86,83,88,79,48,91,88,85,83,94,85,77,86,30,73,70,78,75,75,75,47,48,75,58,32,52,98,87
Kemba Walker,Promo,80,0,0,0,0,1,PG,73,69,70,70,98,80,80,80,25,28,79,33,26,58,86,83,83,79,48,91,88,85,80,85,80,77,80,30,73,70,78,75,75,75,47,48,75,58,32,52,98,87
Darko Milicic,Promo,69,1,0,0,0,0,C,84,76,50,25,74,58,35,58,65,51,62,60,64,50,80,36,36,65,74,85,43,65,29,35,37,34,37,62,30,65,73,25,65,73,40,64,73,50,68,72,85,69
Jimmer Fredette,Promo,68,0,0,0,0,1,PG,74,77,74,69,90,87,64,67,25,25,60,25,25,33,64,63,67,63,37,74,58,80,63,68,54,59,59,25,41,38,49,57,39,50,55,26,50,25,28,36,95,71
Dwyane Wade,Rewards,99,0,0,0,1,0,SG,76,99,99,98,99,99,99,99,90,99,99,99,90,99,99,99,99,99,90,99,99,85,99,99,99,99,99,95,99,99,97,99,99,85,99,99,95,99,95,95,99,99
Anthony Davis,Rewards,99,0,1,0,0,0,PF,82,99,99,97,99,99,99,99,99,99,99,99,99,99,99,97,97,99,99,99,99,80,90,90,95,90,95,99,90,99,95,90,99,97,99,99,96,99,99,99,99,99
Julius Erving,Rewards,99,0,0,1,0,0,SF,78,98,98,94,98,95,98,98,95,99,95,85,89,92,95,97,97,99,87,98,95,95,92,92,92,82,92,85,95,95,94,96,95,90,97,80,90,95,89,89,98,99
Jerry Lucas,Rewards,99,0,1,0,0,0,PF,81,98,98,97,98,96,98,92,95,95,95,98,96,96,98,94,94,90,97,98,92,95,90,86,90,85,88,97,93,95,90,93,95,85,88,94,88,98,99,99,25,99
Hakeem Olajuwon,Rewards,99,1,0,0,0,0,C,84,99,98,94,98,90,99,90,98,90,97,99,98,99,98,90,90,92,98,98,98,90,82,83,80,70,90,99,90,98,97,94,98,90,90,99,98,99,98,98,30,99
Rudy Gay,Rewards,99,0,0,1,0,0,SF,80,99,98,96,98,97,98,99,90,99,98,97,97,97,98,97,97,98,90,98,95,95,97,97,98,55,98,92,97,95,76,97,95,76,95,90,79,98,95,95,25,99
Wilt Chamberlain,Rewards,99,1,0,0,0,0,C,85,99,92,74,98,85,99,97,98,95,99,98,98,98,98,94,94,98,98,99,98,99,85,83,79,68,77,98,84,98,89,88,95,97,80,98,95,98,99,99,25,99
Dave Cowens,Rewards,99,1,0,0,0,0,C,81,98,97,89,97,92,95,97,95,90,95,96,97,97,98,94,94,94,98,98,98,94,92,86,84,80,92,98,95,96,98,96,97,54,94,98,54,98,98,98,25,99
Josh Smith,Rewards,99,0,0,1,0,0,SF,81,98,90,90,90,89,98,98,98,98,97,84,82,89,85,94,94,98,85,98,98,84,89,86,88,69,89,95,95,95,95,96,97,92,97,97,95,95,92,92,40,99
Kevin McHale,Rewards,99,0,1,0,0,0,PF,82,98,96,94,98,94,98,96,95,85,94,98,97,97,98,89,89,90,94,98,98,90,85,85,80,42,84,98,94,98,94,94,95,95,82,97,95,98,97,97,25,99
James Worthy,Rewards,99,0,0,1,0,0,SF,81,97,95,90,95,88,95,97,95,95,97,95,96,96,92,94,93,95,90,98,95,85,87,86,74,78,93,93,92,95,91,93,95,83,92,85,83,95,96,96,40,99
Bob Pettit,Rewards,99,0,1,0,0,0,PF,81,98,98,97,98,90,98,90,90,95,97,95,94,96,95,92,92,95,97,98,98,88,88,86,85,82,84,94,89,95,84,92,94,84,76,92,86,95,98,98,25,99
Glen Rice,Rewards,99,0,0,0,1,0,SG,79,97,98,98,98,95,98,95,85,90,95,92,84,94,98,95,95,95,90,98,98,92,92,88,90,80,90,88,94,95,94,95,90,90,91,85,90,95,78,79,25,99
Marc Gasol,Rewards,99,1,0,0,0,0,C,85,98,95,95,98,89,98,89,92,89,90,96,97,97,98,86,86,85,98,98,88,75,84,84,86,81,87,97,92,98,88,93,94,94,80,97,96,98,97,98,25,99
Spencer Haywood,Rewards,99,0,1,0,0,0,PF,80,98,94,84,90,89,98,97,97,95,98,85,94,95,98,95,95,95,92,98,95,85,90,86,84,74,85,94,94,95,90,94,94,81,85,92,81,95,98,98,25,99
Amar'e Stoudemire,Rewards,99,0,1,0,0,0,PF,82,96,94,92,80,89,98,92,97,98,92,96,93,96,98,95,95,98,96,98,94,90,90,86,85,82,84,92,84,92,83,92,87,88,82,94,89,95,95,96,25,99
Mel Daniels,Rewards,99,0,1,0,0,0,PF,81,98,91,83,98,85,98,94,95,95,93,95,98,97,98,94,94,97,97,98,98,59,93,86,85,52,85,95,90,95,92,91,95,88,87,95,92,98,98,98,25,99
Tom Heinsohn,Rewards,99,0,0,1,0,0,SF,79,97,96,94,97,90,98,94,80,85,90,90,90,92,95,93,93,95,95,98,94,85,92,87,82,74,84,97,96,97,94,96,95,82,90,90,84,98,94,97,25,99
Dennis Rodman,Rewards,99,0,1,0,0,0,PF,79,96,94,87,40,86,98,94,95,91,85,91,84,78,98,94,94,91,91,98,98,88,90,91,89,72,89,98,98,98,96,99,98,96,97,91,96,98,99,99,25,99
DeMar DeRozan,Rewards,99,0,0,0,1,0,SG,79,98,99,95,98,95,98,98,90,97,98,86,82,92,94,97,97,98,88,98,95,92,94,94,88,73,89,84,94,95,80,96,94,82,92,80,72,95,82,84,25,99
Karl-Anthony Towns,Rewards,99,1,0,0,0,0,C,84,98,95,97,98,95,98,92,95,85,94,95,96,95,98,89,89,92,95,98,98,82,85,83,80,65,80,95,85,96,74,88,90,81,88,96,81,95,95,96,50,99
Tim Duncan,Rewards,99,0,1,0,0,0,PF,83,99,97,88,98,92,98,89,98,85,98,98,98,97,98,85,79,88,98,98,98,95,80,78,79,73,89,98,84,98,78,87,98,75,85,98,75,98,98,98,25,99
Dennis Johnson,Rewards,99,0,0,0,0,1,PG,76,97,94,86,85,92,98,97,45,85,94,80,78,86,97,97,97,92,89,98,87,85,97,96,97,96,97,84,98,98,98,98,97,90,97,80,90,98,82,84,25,99
Gilbert Arenas,Rewards,99,0,0,0,0,1,PG,75,98,97,97,98,94,98,97,55,95,97,74,70,90,98,97,97,98,83,98,96,95,97,98,98,92,98,75,97,97,78,97,92,84,97,70,88,98,70,82,30,99
Grant Hill,Rewards,99,0,0,1,0,0,SF,80,98,97,93,98,92,98,98,80,98,95,78,70,89,98,95,95,97,80,97,95,92,86,86,89,88,89,70,94,95,95,95,95,79,91,78,80,95,78,80,60,99
Dominique Wilkins,Rewards,99,0,0,1,0,0,SF,79,98,97,92,97,92,98,98,98,98,97,76,78,92,98,96,96,98,85,96,85,95,83,86,84,78,85,70,86,91,88,92,92,92,89,75,93,90,75,78,60,99
Paul Pierce,Rewards,99,0,0,1,0,0,SF,79,96,95,98,90,92,98,94,80,95,90,88,75,96,96,93,91,92,95,98,95,92,92,92,89,86,84,84,92,92,88,96,91,84,89,79,84,95,81,81,25,99
Mark Aguirre,Rewards,99,0,0,1,0,0,SF,78,97,97,94,75,89,98,96,85,90,91,95,95,96,95,94,94,92,94,98,98,86,92,86,85,80,84,88,93,94,78,94,92,79,86,80,79,90,84,88,40,99
Rudy Larusso,Rewards,99,0,0,1,0,0,SF,80,95,89,89,95,88,95,93,85,85,92,92,92,92,95,90,90,90,94,98,98,90,86,86,84,74,85,94,91,95,82,96,97,80,92,90,80,95,90,91,25,99
James Harden,Rewards,99,0,0,0,1,0,SG,77,98,96,98,80,98,99,99,65,84,99,76,60,84,98,96,96,95,79,98,98,99,96,98,96,98,98,82,89,88,70,94,92,90,92,70,75,90,84,89,50,99
David Robinson,Rewards,99,1,0,0,0,0,C,85,98,98,86,96,90,98,90,95,95,96,97,96,98,95,84,84,95,97,97,95,75,54,65,59,62,66,98,80,98,88,79,95,96,77,98,96,98,97,98,60,99
Brandon Roy,Rewards,99,0,0,0,1,0,SG,78,97,96,95,98,95,98,98,75,98,97,75,61,94,98,94,94,98,68,98,95,80,92,92,80,78,80,80,95,94,80,95,96,80,95,80,81,95,74,80,60,99
Chris Mullin,Rewards,99,0,0,1,0,0,SF,79,95,98,99,97,98,98,94,60,85,95,78,79,88,98,94,94,90,84,98,91,95,91,86,86,79,89,80,94,95,90,96,92,95,89,71,95,95,68,70,30,99
Isiah Thomas,Rewards,99,0,0,0,0,1,PG,73,98,98,94,98,94,98,98,25,85,96,67,54,59,99,98,98,92,89,98,96,90,98,99,98,98,98,80,94,98,94,98,95,94,97,75,98,95,68,70,25,99
Ja Morant,Rewards,99,0,0,0,0,1,PG,75,97,98,98,75,92,98,97,65,97,94,67,67,75,96,98,98,96,84,98,97,80,98,96,95,96,94,70,94,91,86,97,89,76,93,75,86,95,75,84,25,99
Dan Issel,Rewards,99,0,1,0,0,0,PF,81,95,95,86,98,86,98,88,95,85,92,95,97,96,95,78,72,80,95,98,95,85,69,78,80,69,82,86,81,95,81,84,88,80,86,88,72,85,96,96,80,99
Thon Maker,Rewards,99,0,0,1,0,0,SF,84,95,95,95,95,91,98,95,90,95,96,85,88,90,95,91,91,92,80,98,95,75,91,95,90,90,90,84,89,90,62,90,88,62,84,88,60,85,88,88,25,99
Penny Hardaway,Rewards,99,0,0,0,0,1,PG,79,98,94,90,98,90,98,97,70,90,97,74,68,84,95,88,88,90,68,98,95,85,88,95,98,98,98,70,88,88,80,77,88,88,90,70,84,95,70,79,60,99
Dwight Howard,Rewards,99,1,0,0,0,0,C,83,99,86,78,98,79,95,97,99,99,98,97,98,82,95,94,94,98,98,98,95,88,83,40,33,27,57,98,87,98,96,90,97,82,88,99,94,98,98,99,25,99
